fly,X,Y,mito,nuc,sex
100,459,-0.066063348,w1118,1491,f
101,97,0.916742081,w1118,1491,f
102,284,0.952941176,w1118,1491,f
103,24,0.361085973,w1118,1491,f
104,21,0.342986425,w1118,1491,f
105,5,0.360180995,w1118,1491,f
106,4,0.369230769,w1118,1491,f
107,22,0.594570136,w1118,1491,f
108,77,0.99638009,w1118,1491,f
109,18,0.583710407,w1118,1491,f
110,1,0.718552036,w1118,1491,f
111,154,0.986425339,w1118,1491,f
0,466,-0.069683258,yak,1491,m
1,314,0.116742081,yak,1491,m
2,347,0.174660633,yak,1491,m
3,230,0.809954751,yak,1491,m
4,289,0.388235294,yak,1491,m
5,427,0.535746606,yak,1491,m
6,282,0.775565611,yak,1491,m
7,163,0.919457014,yak,1491,m
8,284,0.77918552,yak,1491,m
9,455,0.659728507,yak,1491,m
10,366,0.823529412,yak,1491,m
11,310,0.867873303,yak,1491,m
12,461,0.936651584,yak,1491,m
13,347,0.96561086,yak,1491,m
14,444,0.76199095,yak,1491,m
15,416,0.933936652,yak,1491,m
16,277,0.80361991,yak,1491,m
17,156,0.23800905,yak,1491,m
18,273,0.517647059,yak,1491,m
19,431,0.702262443,yak,1491,m
20,281,0.778280543,yak,1491,m
21,339,0.804524887,yak,1491,m
22,426,0.699547511,yak,1491,m
23,299,0.8,yak,1491,m
24,459,0.844343891,yak,1491,m
25,261,0.934841629,yak,1491,m
26,81,0.937556561,yak,1491,m
27,373,0.60361991,yak,1491,m
28,124,0.869683258,yak,1491,m
29,460,0.88959276,yak,1491,m
30,222,0.926696833,yak,1491,m
31,304,0.642533937,yak,1491,m
32,97,0.875113122,yak,1491,m
33,354,0.920361991,yak,1491,m
34,244,0.818099548,yak,1491,m
35,423,0.847963801,yak,1491,m
36,274,0.94841629,yak,1491,m
37,341,0.752036199,yak,1491,m
38,250,0.76199095,yak,1491,m
39,278,0.818099548,yak,1491,m
40,242,0.8760181,yak,1491,m
41,304,0.886877828,yak,1491,m
42,24,-0.064253394,yak,1491,m
43,375,0.880542986,yak,1491,m
44,214,0.386425339,yak,1491,m
45,386,0.675113122,yak,1491,m
46,247,0.790045249,yak,1491,m
47,446,0.824434389,yak,1491,m
48,156,0.895022624,yak,1491,m
49,374,0.914027149,yak,1491,m
50,456,0.9239819,yak,1491,m
51,271,0.307692308,yak,1491,m
52,408,0.856108597,yak,1491,m
53,299,0.883257919,yak,1491,m
54,363,0.934841629,yak,1491,m
55,102,0.958371041,yak,1491,m
56,67,-0.030769231,yak,1491,m
57,365,0.698642534,yak,1491,m
58,80,0.873303167,yak,1491,m
59,225,0.875113122,yak,1491,m
60,359,0.917647059,yak,1491,m
61,315,0.58280543,yak,1491,m
62,220,0.62081448,yak,1491,m
63,415,0.790950226,yak,1491,m
64,455,0.867873303,yak,1491,m
65,265,0.895022624,yak,1491,m
66,230,0.736651584,yak,1491,m
67,91,0.776470588,yak,1491,m
68,396,0.848868778,yak,1491,m
69,252,0.863348416,yak,1491,m
70,260,0.911312217,yak,1491,m
71,123,0.981900452,yak,1491,m
72,302,0.76561086,yak,1491,m
73,393,0.790950226,yak,1491,m
74,393,0.852488688,yak,1491,m
75,307,0.869683258,yak,1491,m
76,150,0.871493213,yak,1491,m
77,301,0.87239819,yak,1491,m
78,83,0.907692308,yak,1491,m
79,118,0.932126697,yak,1491,m
80,51,0.954751131,yak,1491,m
81,398,0.992760181,yak,1491,m
82,282,0.356561086,yak,1491,m
83,104,0.505882353,yak,1491,m
84,234,0.703167421,yak,1491,m
85,393,0.805429864,yak,1491,m
86,286,0.87239819,yak,1491,m
87,366,0.8760181,yak,1491,m
88,101,0.885067873,yak,1491,m
89,263,0.584615385,yak,1491,m
90,270,0.866063348,yak,1491,m
91,108,0.887782805,yak,1491,m
92,340,0.862443439,yak,1491,m
93,151,0.918552036,yak,1491,m
94,228,0.631674208,yak,1491,m
95,344,0.842533937,yak,1491,m
96,264,0.846153846,yak,1491,m
97,107,0.916742081,yak,1491,m
98,184,0.964705882,yak,1491,m
99,367,0.940271493,yak,1491,m
100,186,0.7239819,yak,1491,m
101,258,0.797285068,yak,1491,m
102,376,0.87239819,yak,1491,m
103,107,0.984615385,yak,1491,m
104,207,0.750226244,yak,1491,m
105,316,0.853393665,yak,1491,m
106,306,0.914932127,yak,1491,m
107,106,0.920361991,yak,1491,m
108,65,0.962895928,yak,1491,m
109,293,0.969230769,yak,1491,m
110,45,0.995475113,yak,1491,m
111,106,0.848868778,yak,1491,m
112,182,0.877828054,yak,1491,m
113,253,0.666063348,yak,1491,m
114,278,0.787330317,yak,1491,m
115,347,0.837104072,yak,1491,m
116,126,0.857918552,yak,1491,m
117,362,0.8760181,yak,1491,m
118,177,0.914932127,yak,1491,m
119,251,0.722171946,yak,1491,m
120,118,0.952941176,yak,1491,m
121,286,0.633484163,yak,1491,m
122,71,0.854298643,yak,1491,m
123,315,0.899547511,yak,1491,m
124,394,0.904977376,yak,1491,m
125,181,0.747511312,yak,1491,m
126,53,0.774660633,yak,1491,m
127,246,0.537556561,yak,1491,m
128,77,0.698642534,yak,1491,m
129,284,0.900452489,yak,1491,m
130,177,0.836199095,yak,1491,m
131,444,0.916742081,yak,1491,m
132,265,0.930316742,yak,1491,m
133,249,0.886877828,yak,1491,m
134,440,0.994570136,yak,1491,m
0,463,-0.070588235,w1118,7837,m
1,162,0.033484163,w1118,7837,m
2,430,0.550226244,w1118,7837,m
3,282,0.830769231,w1118,7837,m
4,427,0.32760181,w1118,7837,m
5,20,-0.067873303,w1118,7837,m
6,239,0.833484163,w1118,7837,m
7,297,0.624434389,w1118,7837,m
8,378,0.597285068,w1118,7837,m
9,174,0.546606335,w1118,7837,m
10,235,0.573755656,w1118,7837,m
11,200,0.49321267,w1118,7837,m
12,235,0.533031674,w1118,7837,m
13,279,0.466968326,w1118,7837,m
14,214,0.916742081,w1118,7837,m
15,250,0.560180995,w1118,7837,m
16,150,0.868778281,w1118,7837,m
17,187,0.543891403,w1118,7837,m
18,301,0.366515837,w1118,7837,m
19,229,0.56561086,w1118,7837,m
20,83,0.568325792,w1118,7837,m
21,189,0.695022624,w1118,7837,m
22,40,0.997285068,w1118,7837,m
23,437,0.994570136,w1118,7837,m
0,466,-0.069683258,yak,4959,f
1,315,-0.057918552,yak,4959,f
2,327,0.885067873,yak,4959,f
3,277,0.025339367,yak,4959,f
4,234,0.225339367,yak,4959,f
5,432,0.774660633,yak,4959,f
6,453,0.873303167,yak,4959,f
7,223,0.216289593,yak,4959,f
8,198,0.287782805,yak,4959,f
9,126,0.746606335,yak,4959,f
10,342,0.079638009,yak,4959,f
11,421,0.422624434,yak,4959,f
12,431,0.667873303,yak,4959,f
13,372,0.214479638,yak,4959,f
14,415,0.720361991,yak,4959,f
15,439,0.862443439,yak,4959,f
16,243,0.912217195,yak,4959,f
17,421,0.6,yak,4959,f
18,401,0.875113122,yak,4959,f
19,306,0.532126697,yak,4959,f
20,391,0.700452489,yak,4959,f
21,454,0.831674208,yak,4959,f
22,399,0.866063348,yak,4959,f
23,309,0.530316742,yak,4959,f
24,304,0.716742081,yak,4959,f
25,391,0.832579186,yak,4959,f
26,284,0.847058824,yak,4959,f
27,354,0.9239819,yak,4959,f
28,394,0.733031674,yak,4959,f
29,431,0.805429864,yak,4959,f
30,149,0.523076923,yak,4959,f
31,401,0.663348416,yak,4959,f
32,295,0.845248869,yak,4959,f
33,236,0.85520362,yak,4959,f
34,451,0.904977376,yak,4959,f
35,443,0.741176471,yak,4959,f
36,120,0.752036199,yak,4959,f
37,429,0.79638009,yak,4959,f
38,224,0.824434389,yak,4959,f
39,237,0.841628959,yak,4959,f
40,40,0.871493213,yak,4959,f
41,388,0.879638009,yak,4959,f
42,406,0.88959276,yak,4959,f
43,264,0.890497738,yak,4959,f
44,406,0.685067873,yak,4959,f
45,411,0.78280543,yak,4959,f
46,289,0.72760181,yak,4959,f
47,127,0.750226244,yak,4959,f
48,207,0.80361991,yak,4959,f
49,263,0.861538462,yak,4959,f
50,447,0.884162896,yak,4959,f
51,436,0.704072398,yak,4959,f
52,124,0.730316742,yak,4959,f
53,341,0.734841629,yak,4959,f
54,75,0.818099548,yak,4959,f
55,323,0.890497738,yak,4959,f
56,431,0.90678733,yak,4959,f
57,214,0.94479638,yak,4959,f
58,422,0.69321267,yak,4959,f
59,141,0.895927602,yak,4959,f
60,371,0.901357466,yak,4959,f
61,281,0.74479638,yak,4959,f
62,312,0.774660633,yak,4959,f
63,446,0.813574661,yak,4959,f
64,384,0.813574661,yak,4959,f
65,306,0.831674208,yak,4959,f
66,306,0.859728507,yak,4959,f
67,312,0.914932127,yak,4959,f
68,144,0.780995475,yak,4959,f
69,238,0.801809955,yak,4959,f
70,129,0.895022624,yak,4959,f
71,377,0.899547511,yak,4959,f
72,232,0.56561086,yak,4959,f
73,284,0.674208145,yak,4959,f
74,261,0.674208145,yak,4959,f
75,50,0.787330317,yak,4959,f
76,201,0.8760181,yak,4959,f
77,24,-0.066968326,yak,4959,f
78,219,0.853393665,yak,4959,f
79,385,0.917647059,yak,4959,f
80,56,0.530316742,yak,4959,f
81,196,0.783710407,yak,4959,f
82,199,0.714932127,yak,4959,f
83,256,0.72760181,yak,4959,f
84,421,0.841628959,yak,4959,f
85,115,0.843438914,yak,4959,f
86,297,0.864253394,yak,4959,f
87,284,0.931221719,yak,4959,f
88,370,0.705882353,yak,4959,f
89,392,0.884162896,yak,4959,f
90,209,0.776470588,yak,4959,f
91,163,0.863348416,yak,4959,f
92,189,0.92760181,yak,4959,f
93,316,0.827149321,yak,4959,f
94,140,0.915837104,yak,4959,f
95,251,0.68959276,yak,4959,f
96,256,0.707692308,yak,4959,f
97,361,0.83800905,yak,4959,f
98,108,0.731221719,yak,4959,f
99,145,0.770135747,yak,4959,f
100,95,0.650678733,yak,4959,f
101,428,0.237104072,yak,4959,f
102,453,0.532126697,yak,4959,f
103,49,0.882352941,yak,4959,f
104,370,0.861538462,yak,4959,f
105,273,0.613574661,yak,4959,f
106,322,0.951131222,yak,4959,f
107,94,0.882352941,yak,4959,f
108,118,0.6760181,yak,4959,f
109,258,0.720361991,yak,4959,f
110,94,0.780995475,yak,4959,f
111,44,0.995475113,yak,4959,f
112,459,0.991855204,yak,4959,f
113,441,0.994570136,yak,4959,f
